NPI,Gender,State,Region,Credentials,Specialty,Specialty,Opioids,OO.Av,N.Opioids,NO.Av,Opioid.Prescriber,,,,,
1558609438,F,NV,W,PA-C,Physician Assistant,PA,59,1,516,1,1,,,,,
1558610535,M,AZ,W,DMD,Dentist,DDS,12,1,0,0,1,,,,,
1558620369,M,NY,NE,M.D.,Student in an Organized Health Care Education/Training Program,MD,0,0,30,1,0,,,,,
1558633198,F,NY,NE,RPA-C,Physician Assistant,PA,0,0,23,1,0,,,,,
1558633636,M,OR,W,DMD,Dentist,DDS,31,1,15,1,1,,,,,
1558634394,M,MI,MW,M.D.,Student in an Organized Health Care Education/Training Program,MD,0,0,27,1,0,,,,,
1558641852,M,CA,W,M.D,Urology,MD,13,1,83,1,1,,,,,
1558643205,M,FL,S,D.O.,Internal Medicine,DO,45,1,1018,1,1,,,,,
1558643858,F,NM,W,DDS,Dentist,DDS,12,1,72,1,1,,,,,
1558646091,F,IN,MW,NP,Nurse Practitioner,NP,31,1,765,1,1,,,,,
1558648949,F,NC,S,P.A.,Physician Assistant,PA,0,0,12,1,0,,,,,
1558652164,F,OH,MW,M.D.,Psychiatry,MD,0,0,23,1,0,,,,,
1558654913,M,IN,MW,M.D.,Student in an Organized Health Care Education/Training Program,MD,0,0,27,1,0,,,,,
1558661116,M,MO,MW,D.O.,Otolaryngology,DO,0,0,100,1,0,,,,,
1558662064,F,ID,W,NP,Nurse Practitioner,NP,0,0,16,1,0,,,,,
1558666560,M,AL,S,M.D.,Urology,MD,0,0,12,1,0,,,,,
1558670307,M,PA,NE,P.A,Physician Assistant,PA,12,1,0,0,1,,,,,
1558678177,F,NY,NE,ANP-C,Nurse Practitioner,NP,11,1,0,0,1,,,,,
1558681536,F,NY,NE,M.D.,Family Practice,MD,0,0,76,1,0,,,,,
1558683037,F,CA,W,"R.N.,N.P.,C.N.S.,",Nurse Practitioner,NP,0,0,193,1,0,,,,,
1558683482,F,NC,S,PA,Physician Assistant,PA,0,0,1931,1,0,,,,,
1558684365,M,CA,W,DDS,Dentist,DDS,0,0,29,1,1,,,,,
1558684951,F,OH,MW,PA-C,Physician Assistant,PA,90,1,755,1,1,,,,,
1558685917,M,ME,NE,PA,Physician Assistant,PA,180,1,57,1,1,,,,,
1558691246,F,NY,NE,FLORA LAU,Physician Assistant,PA,0,0,12,1,0,,,,,
1558692707,M,VA,S,MD,Internal Medicine,MD,40,1,11,1,1,,,,,
1558693267,M,CA,W,M.D.,Pediatric Medicine,MD,0,0,26,1,0,,,,,
1558693416,F,MO,MW,APRN,Nurse Practitioner,NP,0,0,14,1,0,,,,,
1558694208,M,MI,MW,M.D,Internal Medicine,MD,0,0,110,1,0,,,,,
1558698829,M,CA,W,M.D.,Family Practice,MD,100,1,3286,1,1,,,,,
1558784975,F,MS,S,NP,Nurse Practitioner,NP,218,1,120,1,1,,,,,
1568401024,M,CT,NE,M.D.,Anesthesiology,MD,11,1,0,0,1,,,,,
1568401131,M,CA,W,M.D.,Emergency Medicine,MD,49,1,408,1,1,,,,,
1568401693,M,SC,S,M.D.,Family Practice,MD,96,1,9057,1,1,,,,,
1568402162,M,GA,S,M.D.,Internal Medicine,MD,152,1,3106,1,1,,,,,
1568402584,F,PA,NE,MD,Family Practice,MD,204,1,5256,1,1,,,,,
1568404408,F,MD,S,P.A.-C,Physician Assistant,PA,0,0,47,1,1,,,,,
1568405421,F,NH,NE,PA-C,Physician Assistant,PA,0,0,40,1,0,,,,,
1568406122,M,NY,NE,MD,Nephrology,MD,0,0,338,1,1,,,,,
1568410504,M,NC,S,OD,Optometry,MD,0,0,52,1,0,,,,,
1568411536,M,IL,MW,M.D.,Cardiology,MD,0,0,3916,1,0,,,,,
1568411924,M,TX,S,M.D.,Internal Medicine,MD,11,1,0,0,1,,,,,
1568412203,F,IL,MW,NP,Nurse Practitioner,NP,0,0,409,1,0,,,,,
1568415925,M,NC,S,,Dentist,DDS,0,0,19,1,0,,,,,
1568416659,M,PR,O,M.D.,Emergency Medicine,MD,23,1,216,1,1,,,,,
1568416931,F,TX,S,M.D.,Obstetrics/Gynecology,MD,0,0,24,1,0,,,,,
1568417616,F,CA,W,M.D.,Family Practice,MD,100,1,1960,1,1,,,,,
1568422608,M,MA,NE,MD,Internal Medicine,MD,208,1,5778,1,1,,,,,
1568423101,F,MN,MW,MD,Family Practice,MD,126,1,3981,1,1,,,,,
1568424737,M,NC,S,MD,Emergency Medicine,MD,48,1,43,1,1,,,,,
1568425411,F,NC,S,PA-C,Physician Assistant,PA,0,0,104,1,0,,,,,
1568427268,F,PR,O,DMD,Dentist,DDS,0,0,40,1,0,,,,,
1568427375,F,WI,MW,MD,Family Practice,MD,135,1,2733,1,1,,,,,
1568429355,M,WV,S,MD,Endocrinology,MD,0,0,5552,1,0,,,,,
1568429686,M,OH,MW,MD,Family Practice,MD,68,1,2070,1,1,,,,,
1568430072,F,FL,S,PA-C,Physician Assistant,PA,0,0,1148,1,0,,,,,
1568431096,M,IN,MW,MD,Internal Medicine,MD,0,0,12,1,0,,,,,
1568431427,F,SC,S,MD,Colorectal Surgery (formerly proctology),MD,43,1,126,1,1,,,,,
1568431971,M,KS,MW,D.D.S.,Dentist,DDS,0,0,21,1,1,,,,,
1568432748,F,FL,S,PA-C,Physician Assistant,PA,25,1,457,1,1,,,,,
1568434199,M,CT,NE,M.D.,Emergency Medicine,MD,13,1,80,1,1,,,,,
1568434801,F,NC,S,DO,Psychiatry & Neurology,DO,0,0,12,1,0,,,,,
1568435006,M,FL,S,M.D.,Family Practice,MD,253,1,4222,1,1,,,,,
1568435196,M,IN,MW,MD,Cardiology,MD,0,0,321,1,0,,,,,
1568435634,F,MD,S,M.D.,General Practice,MD,328,1,893,1,1,,,,,
1568435832,M,FL,S,M.D.,Plastic and Reconstructive Surgery,MD,27,1,32,1,1,,,,,
1568437424,M,GA,S,M.D.,Gastroenterology,MD,0,0,521,1,1,,,,,
1568437630,F,WA,W,MD,Internal Medicine,MD,0,0,375,1,0,,,,,
1568439370,F,MA,NE,NP,Nurse Practitioner,NP,0,0,66,1,0,,,,,
1568439859,F,VA,S,,Dentist,DDS,17,1,56,1,1,,,,,
1568439941,F,FL,S,MD,Internal Medicine,MD,911,1,10454,1,1,,,,,
1568439958,F,NH,NE,PAC,Physician Assistant,PA,0,0,110,1,1,,,,,
1568440295,M,ID,W,M.D.,Psychiatry,MD,118,1,8714,1,1,,,,,
1568440550,M,LA,S,M. D.,Obstetrics/Gynecology,MD,0,0,174,1,0,,,,,
1568441012,M,FL,S,MD,Cardiology,MD,0,0,1726,1,0,,,,,
1568442366,M,AR,S,O.D.,Optometry,MD,0,0,383,1,0,,,,,
1568443307,M,CA,W,M.D.,Internal Medicine,MD,145,1,3361,1,1,,,,,
1568448561,M,SC,S,M.D.,Family Practice,MD,2157,1,25578,1,1,,,,,
1568448868,M,PR,O,M.D.,Obstetrics/Gynecology,MD,0,0,182,1,0,,,,,
1568451581,M,ID,W,MD,General Surgery,MD,68,1,11,1,1,,,,,
1568453249,M,NY,NE,MD,Obstetrics/Gynecology,MD,0,0,27,1,0,,,,,
1568453710,M,MN,MW,MD,Family Practice,MD,165,1,3578,1,1,,,,,
1568454619,F,OK,S,CNS,Nurse Practitioner,NP,0,0,262,1,0,,,,,
1568454908,F,TN,S,MD,Obstetrics/Gynecology,MD,0,0,25,1,0,,,,,
1568454932,M,PR,O,MD,General Practice,MD,80,1,6839,1,1,,,,,
1568455871,M,NC,S,MD,Hematology/Oncology,MD,0,0,15,1,1,,,,,
1568456069,M,TN,S,M.D.,General Surgery,MD,61,1,128,1,1,,,,,
1568456291,M,MA,NE,M.D.,Ophthalmology,MD,0,0,342,1,0,,,,,
1568456473,M,AZ,W,M.D.,Pain Management,MD,3725,1,635,1,1,,,,,
1568458446,M,OH,MW,M.D.,Infectious Disease,MD,0,0,281,1,0,,,,,
1568458958,M,TX,S,MD,Urology,MD,14,1,1212,1,1,,,,,
1568459212,M,WI,MW,M.D.,Neuropsychiatry,MD,0,0,4457,1,0,,,,,
1568460921,M,NC,S,M.D,Family Practice,MD,660,1,13057,1,1,,,,,
1568461564,M,TN,S,OD,Optometry,MD,0,0,14,1,0,,,,,
1568463347,M,NY,NE,MD,Otolaryngology,MD,24,1,165,1,1,,,,,
1568464030,F,UT,W,M.D.,Family Practice,MD,43,1,1002,1,1,,,,,
1568465656,F,NJ,NE,D.O.,Family Practice,DO,0,0,326,1,1,,,,,
1568468007,M,IA,MW,DO,Family Practice,DO,228,1,7295,1,1,,,,,
1568468106,M,TX,S,M.D.,Ophthalmology,MD,0,0,1520,1,0,,,,,
1568468965,F,OH,MW,C.N.P.,Nurse Practitioner,NP,35,1,399,1,1,,,,,
1568469419,F,NE,MW,PA-C,Physician Assistant,PA,0,0,100,1,0,,,,,
1568469500,F,MI,MW,DPM,Podiatry,MD,0,0,91,1,0,,,,,
1568469781,F,CA,W,M.D.,Obstetrics/Gynecology,MD,0,0,113,1,0,,,,,
1568473270,M,MS,S,F.N.P.,Nurse Practitioner,NP,70,1,598,1,1,,,,,
1568477214,F,NY,NE,M.D.,Cardiology,MD,0,0,4062,1,0,,,,,
1568477941,M,VA,S,M.D.,Psychiatry & Neurology,MD,0,0,213,1,0,,,,,
1568478352,M,TX,S,M.D.,Psychiatry,MD,0,0,742,1,0,,,,,
1568478683,M,NC,S,M.D.,Nephrology,MD,0,0,1002,1,1,,,,,
1568479087,M,OH,MW,"M.D,",Family Practice,MD,616,1,11160,1,1,,,,,
1568479194,F,NE,MW,PA-C,Physician Assistant,PA,16,1,0,0,1,,,,,
1568479392,M,CA,W,M.D.,Cardiology,MD,0,0,1906,1,0,,,,,
1568480077,F,OH,MW,MD,Physical Medicine and Rehabilitation,MD,64,1,291,1,1,,,,,
1568485365,M,NC,S,MD,Family Practice,MD,67,1,4148,1,1,,,,,
1568486876,M,PA,NE,D.P.M.,Podiatry,MD,25,1,50,1,1,,,,,
1568487536,M,CA,W,MD,Urology,MD,15,1,757,1,1,,,,,
1568488534,F,CA,W,FNP-BC,Nurse Practitioner,NP,0,0,173,1,0,,,,,
1568489425,M,VA,S,M.D.,Cardiology,MD,0,0,3695,1,0,,,,,
1568490191,F,MN,MW,NP,Nurse Practitioner,NP,0,0,385,1,0,,,,,
1568492825,F,IN,MW,MD,Internal Medicine,MD,0,0,394,1,0,,,,,
1568493831,M,TX,S,M.D.,Obstetrics/Gynecology,MD,19,1,0,0,1,,,,,
1568493948,M,TN,S,MD,Obstetrics/Gynecology,MD,0,0,98,1,0,,,,,
1568494771,M,MO,MW,M.D.,Neurosurgery,MD,63,1,0,0,1,,,,,
1568495182,F,CA,W,M.D.,Internal Medicine,MD,188,1,4066,1,1,,,,,
1568495265,F,OR,W,MD,Internal Medicine,MD,0,0,85,1,0,,,,,
1568496214,F,PR,O,MD,Nephrology,MD,45,1,950,1,1,,,,,
1568496974,M,CA,W,MD,Family Practice,MD,201,1,2381,1,1,,,,,
1568498913,F,MN,MW,NP,Nurse Practitioner,NP,480,1,1143,1,1,,,,,
1568499564,M,PR,O,PH.D.,Psychologist,MD,17,1,13,1,1,,,,,
1568499846,M,MO,MW,MD,Hand Surgery,MD,191,1,54,1,1,,,,,
1568499895,M,LA,S,MD,Cardiology,MD,161,1,2800,1,1,,,,,
1568502037,F,CA,W,,Nurse Practitioner,NP,0,0,13,1,0,,,,,
1568504454,M,NY,NE,DDS,Dentist,DDS,0,0,27,1,0,,,,,
1568505311,M,CA,W,DO,Pain Management,DO,1258,1,296,1,1,,,,,
1568508729,F,FL,S,DDS,Oral Surgery (dentists only),DDS,364,1,479,1,1,,,,,
1568512424,M,NV,W,M.D.,Family Practice,MD,144,1,1268,1,1,,,,,
1568514172,F,PA,NE,MD,Obstetrics/Gynecology,MD,0,0,11,1,0,,,,,
1568516961,F,NY,NE,MD,General Surgery,MD,29,1,13,1,1,,,,,
1568519353,M,TN,S,MD,Psychiatry,MD,0,0,109,1,0,,,,,
1568520039,M,PA,NE,D.D.S.,Dentist,DDS,0,0,36,1,0,,,,,
1568521425,M,PA,NE,M.D.,Internal Medicine,MD,900,1,17845,1,1,,,,,
1568524312,M,WI,MW,MD,Pulmonary Disease,MD,0,0,688,1,0,,,,,
1568525269,F,PA,NE,MD,Nephrology,MD,13,1,1091,1,1,,,,,
1568527190,M,ND,MW,M.D.,Emergency Medicine,MD,47,1,32,1,1,,,,,
1568531606,M,MA,NE,M.D.,Cardiology,MD,0,0,112,1,0,,,,,
1568531754,M,IN,MW,DDS,Dentist,DDS,0,0,45,1,1,,,,,
1568532596,M,VA,S,MD,Family Practice,MD,38,1,291,1,1,,,,,
1568538304,M,MA,NE,DMD,Dentist,DDS,0,0,12,1,0,,,,,
1568540375,F,CA,W,MD,Internal Medicine,MD,0,0,344,1,0,,,,,
1568543221,M,TX,S,MD,Internal Medicine,MD,15,1,76,1,1,,,,,
1568543809,M,NE,MW,MD,Family Practice,MD,36,1,44,1,1,,,,,
1568546646,M,PA,NE,M.D.,Family Practice,MD,404,1,9497,1,1,,,,,
1568548337,M,GA,S,DDS,Dentist,DDS,16,1,14,1,1,,,,,
1568549392,F,FL,S,ARNP,Nurse Practitioner,NP,0,0,24,1,0,,,,,
1568551927,M,CT,NE,MD,Orthopedic Surgery,MD,0,0,59,1,0,,,,,
1568553030,M,CA,W,M.D.,Family Practice,MD,805,1,5873,1,1,,,,,
1568553493,F,CA,W,MD,Obstetrics/Gynecology,MD,0,0,224,1,0,,,,,
1568556751,M,NJ,NE,MD,Emergency Medicine,MD,12,1,31,1,1,,,,,
1568556918,M,PA,NE,OD,Optometry,MD,0,0,12,1,0,,,,,
1568557346,M,NJ,NE,M.D.,Cardiology,MD,16,1,2331,1,1,,,,,
1568558906,M,NJ,NE,MD,Cardiology,MD,0,0,4535,1,0,,,,,
1568559029,F,ID,W,M.D.,Family Practice,MD,413,1,2305,1,1,,,,,
1568559375,M,AZ,W,M.D.,Family Practice,MD,11,1,466,1,1,,,,,
1568562247,F,CA,W,DO,Internal Medicine,DO,17,1,3501,1,1,,,,,
1568562874,M,SC,S,M.D.,Obstetrics/Gynecology,MD,0,0,303,1,1,,,,,
1568563245,F,MA,NE,MD,Neurology,MD,45,1,370,1,1,,,,,
1568563625,F,FL,S,MD,Internal Medicine,MD,56,1,1152,1,1,,,,,
1568564995,M,NY,NE,MD,Urology,MD,0,0,1176,1,0,,,,,
1568565026,M,WI,MW,DDS,Dentist,DDS,74,1,29,1,1,,,,,
1568565083,F,LA,S,MD,General Practice,MD,24,1,219,1,1,,,,,
1568567931,F,FL,S,M.D.,Otolaryngology,MD,0,0,91,1,0,,,,,
1568568368,M,MA,NE,"M.D.,",Pulmonary Disease,MD,14,1,738,1,1,,,,,
1568570166,M,CA,W,MD,Neurology,MD,0,0,440,1,1,,,,,
1568574770,M,MO,MW,MD,Cardiology,MD,0,0,3765,1,0,,,,,
1568576940,F,OR,W,DO,Internal Medicine,DO,0,0,339,1,1,,,,,
1568578383,F,PA,NE,MD,Family Practice,MD,0,0,74,1,0,,,,,
1568580561,M,MI,MW,D.D.S.,Dentist,DDS,12,1,86,1,1,,,,,
1568583326,F,PA,NE,DO,Neurology,DO,0,0,186,1,0,,,,,
1568585206,F,CO,W,DO,Medical Oncology,DO,56,1,246,1,1,,,,,
1568587632,F,NH,NE,M.D.,Psychiatry & Neurology,MD,13,1,262,1,1,,,,,
1568598159,M,FL,S,M.D.,Cardiac Electrophysiology,MD,14,1,397,1,1,,,,,
1568599223,F,VT,NE,PA-C,Physician Assistant,PA,114,1,1628,1,1,,,,,
1568604569,M,AR,S,MD,Emergency Medicine,MD,46,1,94,1,1,,,,,
1568606259,M,NC,S,M.D.,Neurology,MD,0,0,168,1,0,,,,,
1568607703,F,NY,NE,M.D.,Internal Medicine,MD,0,0,82,1,0,,,,,
1568607802,M,PA,NE,"DPM, MS",Podiatry,MD,0,0,12,1,0,,,,,
1568618296,M,IL,MW,MD,Internal Medicine,MD,0,0,105,1,0,,,,,
1568620227,F,WA,W,MD,Family Practice,MD,38,1,208,1,1,,,,,
1568620425,F,NY,NE,M.D.,Endocrinology,MD,0,0,24,1,0,,,,,
1568623452,M,NY,NE,MD,Student in an Organized Health Care Education/Training Program,MD,0,0,123,1,0,,,,,
1568626034,F,NY,NE,D.P.M,Podiatry,MD,0,0,30,1,1,,,,,
1568627339,F,NY,NE,PA,Physician Assistant,PA,31,1,6280,1,1,,,,,
1568628071,M,TX,S,D.D.S.,Dentist,DDS,14,1,55,1,1,,,,,
1568628485,M,IL,MW,,Internal Medicine,MD,12,1,266,1,1,,,,,
1568630127,M,IN,MW,ARNP,Nurse Practitioner,NP,64,1,763,1,1,,,,,
1568632503,F,CA,W,N.P.,Nurse Practitioner,NP,40,1,23,1,1,,,,,
1568635464,F,DC,S,M.D.,Family Practice,MD,31,1,549,1,1,,,,,
1568643831,F,AK,W,FNP,Nurse Practitioner,NP,0,0,11,1,0,,,,,
1568652410,F,MI,MW,P.A.,Physician Assistant,PA,0,0,13,1,0,,,,,
1568654119,F,PA,NE,DMD,Dentist,DDS,0,0,14,1,0,,,,,
1568656445,M,IL,MW,M.D.,Family Practice,MD,695,1,9211,1,1,,,,,
1568660181,F,TN,S,O.D.,Optometry,MD,0,0,622,1,0,,,,,
1568660652,M,PA,NE,MD,Internal Medicine,MD,304,1,6938,1,1,,,,,
1568661437,M,LA,S,PA,Physician Assistant,PA,187,1,147,1,1,,,,,
1568662484,M,OK,S,DDS,Dentist,DDS,20,1,27,1,1,,,,,
1568662732,M,OH,MW,M.D.,Internal Medicine,MD,66,1,1269,1,1,,,,,
1568662815,F,TX,S,M.D.,Internal Medicine,MD,11,1,132,1,1,,,,,
1568664480,F,SC,S,D.O.,Hematology/Oncology,DO,249,1,841,1,1,,,,,
1568664555,M,IL,MW,M.D.,General Surgery,MD,0,0,77,1,1,,,,,
1568664738,M,TX,S,NP,Nurse Practitioner,NP,27,1,13,1,1,,,,,
1568666717,F,TX,S,M.D,Pediatric Medicine,MD,0,0,11,1,0,,,,,
1568668325,M,HI,W,M.D.,Internal Medicine,MD,90,1,3147,1,1,,,,,
1568669158,M,UT,W,P.A.,Physician Assistant,PA,0,0,33,1,0,,,,,
1568671543,M,MI,MW,"M.D,",Nephrology,MD,0,0,688,1,0,,,,,
1568673689,F,MS,S,M. D.,Ophthalmology,MD,0,0,69,1,0,,,,,
1568674406,M,IL,MW,DDS,Dentist,DDS,0,0,32,1,0,,,,,
1568674687,F,GA,S,MD,Family Practice,MD,72,1,2781,1,1,,,,,
1568675205,M,CT,NE,DDS,Dentist,DDS,0,0,50,1,0,,,,,
1568679348,F,MS,S,,Dentist,DDS,0,0,34,1,0,,,,,
1568682011,M,WY,W,D.D.S.,Dentist,DDS,12,1,52,1,1,,,,,
1568683795,M,FL,S,D.O.,Cardiology,DO,0,0,535,1,0,,,,,
1568686905,M,TX,S,D.M.D.,Oral Surgery (dentists only),DDS,104,1,220,1,1,,,,,
1568688414,M,MO,MW,M.D.,Psychiatry,MD,0,0,929,1,0,,,,,
1568689651,F,MD,S,CRNP,Nurse Practitioner,NP,234,1,3731,1,1,,,,,
1568690758,M,SD,MW,MD,Family Practice,MD,142,1,2485,1,1,,,,,
1568695179,F,MI,MW,,Nurse Practitioner,NP,21,1,1219,1,1,,,,,
1568704393,F,CA,W,DMD,Dentist,DDS,0,0,30,1,0,,,,,
1568709764,F,MO,MW,PA,Physician Assistant,PA,0,0,44,1,0,,,,,
1568711588,M,FL,S,M.D.,Specialist,MD,0,0,12,1,0,,,,,
1568714541,M,IN,MW,MD,Hospitalist,MD,0,0,136,1,0,,,,,
1568716637,F,IA,MW,ARNP-C,Nurse Practitioner,NP,0,0,31,1,0,,,,,
1568717544,F,CT,NE,M.D.,Student in an Organized Health Care Education/Training Program,MD,0,0,146,1,1,,,,,
1568717650,F,MS,S,M.D.,Internal Medicine,MD,0,0,17,1,0,,,,,
1568717767,M,TX,S,D.O.,Emergency Medicine,DO,24,1,14,1,1,,,,,
1568718534,F,PA,NE,PA-C,Physician Assistant,PA,0,0,58,1,1,,,,,
1568724508,M,MO,MW,D.D.S.,Dentist,DDS,0,0,22,1,1,,,,,
1568728343,M,IL,MW,,Student in an Organized Health Care Education/Training Program,MD,18,1,0,0,1,,,,,
1568737625,M,FL,S,D.D.S.,Dentist,DDS,0,0,54,1,0,,,,,
1568748127,M,FL,S,MT,Slide Preparation Facility,PA,0,0,103,1,0,,,,,
1568751097,F,WA,W,,Internal Medicine,MD,0,0,13,1,1,,,,,
1568751790,M,OH,MW,M.D.,Family Medicine,MD,25,1,439,1,1,,,,,
1568752137,F,IL,MW,M.D.,Student in an Organized Health Care Education/Training Program,MD,0,0,99,1,0,,,,,
1568752756,F,NY,NE,ANNA TAVAKKOLI M.D.,Student in an Organized Health Care Education/Training Program,MD,0,0,804,1,0,,,,,
1568756393,F,UT,W,NP,Nurse Practitioner,NP,0,0,27,1,1,,,,,
1568757227,M,IN,MW,M.D.,Family Practice,MD,46,1,464,1,1,,,,,
1568759850,M,NY,NE,O.D.,Optometry,MD,0,0,15,1,0,,,,,
1568771053,M,FL,S,D.D.S,Dentist,DDS,0,0,16,1,1,,,,,
1568776185,M,NY,NE,DDS,Dentist,DDS,0,0,13,1,0,,,,,
1568778314,M,NY,NE,RPA-C,Physician Assistant,PA,0,0,185,1,0,,,,,
1568778736,F,NC,S,"MHS, PA-C",Physician Assistant,PA,26,1,56,1,1,,,,,
1568781706,M,NC,S,M.D.,Student in an Organized Health Care Education/Training Program,MD,0,0,51,1,0,,,,,
1568782100,M,CA,W,,Dermatology,MD,0,0,102,1,0,,,,,
1568783579,M,WA,W,D.M.D.,Dentist,DDS,0,0,65,1,1,,,,,
1568784221,F,FL,S,ARNP,Nurse Practitioner,NP,0,0,1173,1,0,,,,,
1568784379,F,MI,MW,D.O.,Emergency Medicine,DO,0,0,13,1,0,,,,,
1568787463,F,IA,MW,D.O.,Family Practice,DO,49,1,979,1,1,,,,,
1568787927,F,MD,S,M.D.,Emergency Medicine,MD,11,1,0,0,1,,,,,
1568789188,M,ND,MW,DO,Neurosurgery,DO,0,0,19,1,0,,,,,
1568789477,F,DE,S,M.D.,Family Practice,MD,82,1,1343,1,1,,,,,
1568789741,F,DC,S,M.D.,Student in an Organized Health Care Education/Training Program,MD,0,0,38,1,0,,,,,
1568790046,F,OR,W,DO,Family Practice,DO,152,1,2574,1,1,,,,,
1568795425,M,MI,MW,M.D.,Psychiatry & Neurology,MD,0,0,11,1,0,,,,,
1568795821,M,CT,NE,APRN,Nurse Practitioner,NP,102,1,75,1,1,,,,,
1568797108,F,FL,S,PA-C,Physician Assistant,PA,26,1,112,1,1,,,,,
1568799831,F,ME,NE,"CNM, FNP-C",Nurse Practitioner,NP,114,1,997,1,1,,,,,
1568802486,M,SC,S,MD,Internal Medicine,MD,0,0,12,1,0,,,,,
1568807311,M,LA,S,,Student in an Organized Health Care Education/Training Program,MD,0,0,22,1,0,,,,,
1568876720,F,PA,NE,CRNP,Nurse Practitioner,NP,0,0,43,1,0,,,,,
1568886851,F,OH,MW,,Nurse Practitioner,NP,0,0,204,1,0,,,,,
1568897452,F,IN,MW,NP-C,Nurse Practitioner,NP,11,1,89,1,1,,,,,
1578503660,M,WA,W,M.D.,Allergy/Immunology,MD,0,0,153,1,0,,,,,
1578503868,F,NC,S,PA-C,Physician Assistant,PA,0,0,374,1,0,,,,,
1578505525,M,TN,S,P.A.-C.,Physician Assistant,PA,0,0,389,1,0,,,,,
1578506002,M,CA,W,M.D.,Psychiatry & Neurology,MD,0,0,443,1,0,,,,,
1578506218,M,AR,S,MD,Dermatology,MD,0,0,748,1,0,,,,,
1578506937,M,PR,O,M.D.,Psychiatry & Neurology,MD,0,0,376,1,0,,,,,
1578508321,F,WA,W,PA-C,Physician Assistant,PA,0,0,427,1,0,,,,,
1578511994,F,PA,NE,MD,Pediatric Medicine,MD,35,1,39,1,1,,,,,
1578512489,M,IL,MW,DDS,Dentist,DDS,0,0,11,1,0,,,,,
1578512570,M,GA,S,MD,Diagnostic Radiology,MD,0,0,14,1,0,,,,,
1578512646,M,AR,S,M.D.,Plastic and Reconstructive Surgery,MD,34,1,45,1,1,,,,,
1578513867,M,OR,W,M.D.,Interventional Pain Management,MD,0,0,14,1,0,,,,,
1578516316,F,FL,S,PA-C,Physician Assistant,PA,0,0,660,1,0,,,,,
1578517926,F,TX,S,M.D.,Endocrinology,MD,0,0,311,1,0,,,,,
1578518221,F,IL,MW,ANP/CNP,Nurse Practitioner,NP,12,1,56,1,1,,,,,
1578519237,M,MO,MW,DDS,Dentist,DDS,0,0,13,1,0,,,,,
1578520482,M,KY,S,M.D.,General Surgery,MD,111,1,95,1,1,,,,,
1578520672,M,AL,S,MD,Hand Surgery,MD,234,1,165,1,1,,,,,
1578521878,F,MD,S,,Physician Assistant,PA,0,0,170,1,1,,,,,
1578521902,M,IL,MW,M.D.,Family Practice,MD,228,1,3695,1,1,,,,,
1578522520,M,MD,S,DO,Emergency Medicine,DO,42,1,35,1,1,,,,,
1578523130,M,MD,S,M.D.,Obstetrics/Gynecology,MD,0,0,67,1,0,,,,,
1578525994,F,NY,NE,MD,Internal Medicine,MD,288,1,12934,1,1,,,,,
1578526380,F,PA,NE,DO,Family Practice,DO,691,1,9860,1,1,,,,,
1578526810,M,KY,S,MD,Hematology/Oncology,MD,72,1,492,1,1,,,,,
1578527057,M,FL,S,PA-C,Physician Assistant,PA,0,0,13,1,0,,,,,
1578527073,F,CA,W,NP,Nurse Practitioner,NP,0,0,67,1,0,,,,,
1578528410,M,PA,NE,D.O.,Family Practice,DO,96,1,504,1,1,,,,,
1578531091,M,FL,S,O.D.,Optometry,MD,0,0,46,1,0,,,,,
1578532214,M,KS,MW,MD,Gastroenterology,MD,0,0,385,1,0,,,,,
1578532735,M,CA,W,MD,Family Practice,MD,110,1,1186,1,1,,,,,
1578533162,M,KS,MW,MD,Otolaryngology,MD,14,1,102,1,1,,,,,
1578534384,M,MI,MW,DO,Urology,DO,48,1,849,1,1,,,,,
1578535530,M,PA,NE,O.D.,Optometry,MD,0,0,42,1,0,,,,,
1578535977,M,PA,NE,MD,Urology,MD,0,0,278,1,0,,,,,
1578536637,F,FL,S,O.D.,Optometry,MD,0,0,132,1,0,,,,,
1578537312,F,TX,S,"MD, DVM",Family Practice,MD,15,1,870,1,1,,,,,
1578537619,M,CA,W,M.D.,Ophthalmology,MD,0,0,38,1,0,,,,,
1578540100,M,CT,NE,MD,Gastroenterology,MD,0,0,530,1,0,,,,,
1578540183,M,TX,S,MD,Family Practice,MD,36,1,203,1,1,,,,,
1578541223,F,FL,S,PA-C,Physician Assistant,PA,17,1,261,1,1,,,,,
1578542213,M,ID,W,MD,Family Practice,MD,1028,1,8307,1,1,,,,,
1578544144,M,CA,W,M.D.,Ophthalmology,MD,0,0,901,1,0,,,,,
1578544755,M,CA,W,M.D.,Family Practice,MD,586,1,4855,1,1,,,,,
1578545349,M,PA,NE,M.D.,Hematology/Oncology,MD,17,1,198,1,1,,,,,
1578545711,F,AL,S,MD,Emergency Medicine,MD,397,1,403,1,1,,,,,
1578547782,M,CA,W,PA,Physician Assistant,PA,26,1,71,1,1,,,,,
1578547956,M,IN,MW,M.D.,Family Practice,MD,15,1,576,1,1,,,,,
1578548145,M,MN,MW,M.D.,Family Practice,MD,60,1,4548,1,1,,,,,
1578548244,M,AL,S,M.D.,Obstetrics/Gynecology,MD,0,0,22,1,0,,,,,
1578549234,M,CA,W,M.D.,Family Practice,MD,142,1,2508,1,1,,,,,
1578549333,F,AZ,W,ANP-BC,Nurse Practitioner,NP,0,0,655,1,0,,,,,
